hand,wcj,minscore,mindist
47 51 45 22 33 38 11 39 48 7,5,60,3
29 13 33 44 22 50 2 11 51 14,25,40,4
23 49 9 32 31 5 43 52 4 51,35,29,2
16 20 1 40 36 31 34 7 26 47,18,41,3
22 24 30 37 14 3 5 34 27 48,45,60,4
49 48 40 42 44 15 34 17 30 50,37,41,3
40 24 20 0 38 13 21 51 9 29,17,60,4
41 21 17 31 12 18 6 45 2 7,30,50,3
2 7 37 24 49 40 48 13 8 27,23,41,3
27 29 36 39 24 22 8 7 41 1,38,60,4
41 26 6 19 29 8 27 22 30 52,34,14,2
31 17 7 16 35 43 41 18 42 13,27,28,3
40 52 9 43 13 52 2 37 4 31,5,19,2
52 7 6 17 45 10 25 35 36 15,37,55,3
32 13 37 30 52 27 51 2 12 9,49,43,4
9 52 13 48 31 42 19 21 38 52,15,24,3
1 52 7 28 33 9 22 3 17 47,12,46,3
48 12 47 42 9 52 0 33 20 26,2,47,3
6 8 15 26 10 1 13 52 25 52,23,5,1
52 33 2 44 36 9 45 21 25 47,29,53,3
52 37 3 14 47 20 25 52 4 40,26,32,3
36 24 37 31 52 33 27 52 44 52,43,13,1
1 47 38 22 25 28 52 49 4 33,13,52,3
52 7 2 32 27 46 52 1 19 6,26,3,1
0 15 22 26 49 51 39 16 41 7,21,52,3
26 43 40 37 9 10 7 30 44 11,28,43,3
2 6 3 1 51 10 28 32 33 46,4,58,3
15 9 29 24 25 34 20 33 36 44,28,51,3
12 35 26 4 10 49 31 18 2 40,6,60,4
45 33 42 16 24 19 47 21 44 52,3,17,1
50 38 17 31 35 28 25 16 52 6,15,35,3
43 15 2 40 39 44 38 49 21 48,17,40,3
52 24 28 0 48 32 6 43 38 47,42,48,3
52 15 42 6 37 2 21 16 41 28,38,28,2
31 37 35 28 32 8 22 1 29 36,41,23,2
3 44 18 48 43 35 50 46 1 17,6,60,3
21 0 45 41 20 46 34 6 52 52,35,22,2
9 34 11 25 41 42 52 0 20 46,13,29,2
5 8 52 14 39 7 17 10 15 31,11,29,2
52 30 25 14 24 44 20 28 1 45,10,40,3
12 10 5 33 26 6 30 32 36 31,24,47,2
23 47 48 4 0 18 42 5 50 13,24,39,3
27 44 52 6 1 35 10 19 22 11,20,49,3
46 16 52 2 4 26 10 3 7 27,35,20,2
18 2 40 26 13 27 37 20 11 31,12,57,4
50 48 44 43 20 10 16 4 52 36,33,24,2
36 7 13 40 41 25 44 16 0 47,30,60,4
52 23 1 34 29 52 45 20 22 32,2,16,2
9 35 28 41 32 22 45 49 26 44,8,43,3
6 27 11 23 33 34 28 3 30 19,40,51,3
26 0 32 17 36 20 4 18 11 45,43,24,2
37 44 50 48 30 42 11 16 24 40,43,18,2
43 26 16 6 1 8 52 44 11 32,47,20,3
17 52 40 3 45 13 36 41 39 25,7,29,3
3 19 36 20 15 14 50 46 39 26,9,60,4
52 6 19 27 25 36 26 52 33 48,30,39,2
35 51 19 21 52 25 27 46 8 28,2,30,3
36 7 35 44 30 40 13 52 33 14,29,30,3
23 39 17 47 7 20 48 30 1 3,31,60,4
8 49 21 3 13 42 37 48 36 35,41,52,3
7 45 6 37 34 5 26 27 1 39,10,38,3
40 38 42 12 39 26 43 22 27 37,9,20,2
26 28 2 32 41 38 1 29 36 4,45,16,2
23 1 0 7 12 46 45 3 32 16,6,10,1
17 46 32 0 4 14 10 28 3 40,31,56,4
0 17 7 48 19 15 30 40 2 44,28,37,4
47 45 7 2 24 3 28 30 12 22,15,30,3
52 43 40 11 50 51 38 13 52 37,21,11,1
25 7 34 13 46 47 15 51 9 45,33,24,2
25 28 3 2 42 26 52 0 52 33,16,9,1
31 1 35 24 18 14 50 5 25 3,4,51,3
46 35 36 52 52 13 43 21 31 17,26,23,2
47 32 3 25 37 50 35 27 20 39,24,39,4
15 0 52 32 9 14 39 17 11 5,37,25,2
14 33 29 22 6 49 52 39 26 23,9,25,3
37 32 1 9 24 14 20 0 30 21,39,49,3
28 47 22 39 19 25 43 20 27 12,35,42,3
28 47 13 31 19 5 39 42 48 7,23,60,4
11 47 34 52 7 33 37 40 22 28,19,55,3
21 20 50 33 48 31 40 52 9 23,27,26,1
44 37 52 18 45 42 8 13 36 29,3,19,2
48 52 29 41 50 15 42 1 25 21,36,41,3
17 33 38 5 46 10 39 12 21 8,11,60,4
18 27 34 28 25 12 3 46 52 6,41,42,3
18 26 24 39 28 33 30 52 40 32,21,28,2
3 48 35 45 39 19 17 14 37 51,29,47,3
52 48 10 19 16 3 50 17 8 7,18,44,2
19 38 12 7 24 37 28 49 21 50,8,31,3
52 44 20 45 33 6 41 1 2 49,48,44,3
14 39 24 9 15 32 26 1 2 45,35,28,3
36 51 49 18 21 22 19 42 11 4,50,41,3
23 14 4 8 30 52 3 1 26 24,6,35,3
35 34 29 51 5 52 32 44 20 36,9,32,2
22 10 21 13 36 18 9 50 29 15,34,48,3
21 14 49 32 52 36 33 42 41 1,12,42,3
2 52 28 8 26 31 47 9 25 34,3,29,3
52 23 21 33 50 17 25 34 9 24,27,35,3
37 13 33 47 21 49 50 7 40 24,28,53,3
10 14 1 6 44 20 33 27 43 0,12,51,3
52 21 50 38 18 12 22 46 36 37,4,36,3
42 6 1 24 12 33 13 44 28 32,11,39,3
1 23 21 52 3 37 13 26 16 34,30,37,3
51 12 31 50 8 34 52 47 15 26,10,23,3
52 8 36 52 21 20 51 16 32 47,43,32,3
27 38 44 16 37 49 3 41 9 52,24,31,2
3 36 14 45 9 34 24 48 49 46,25,60,4
37 12 28 3 44 22 34 19 47 2,9,48,4
15 5 33 52 39 26 25 22 41 43,7,25,2
16 30 23 36 15 50 45 22 43 52,10,25,2
20 28 3 14 33 0 34 52 45 38,4,41,4
4 46 24 19 12 45 25 50 31 51,47,58,3
18 52 47 45 25 40 44 11 26 10,1,19,2
6 27 47 0 2 40 41 38 18 34,39,39,3
32 16 3 43 34 29 31 33 35 37,20,16,1
25 27 15 23 5 16 52 37 51 0,10,22,3
0 20 2 24 10 33 37 1 26 52,13,10,1
41 48 26 12 38 33 2 16 11 51,35,26,3
4 21 22 5 23 12 1 10 13 16,34,43,3
18 33 7 39 20 34 16 10 15 43,44,28,3
41 44 2 3 40 49 51 38 12 8,26,43,3
45 30 2 11 41 31 6 34 40 46,15,31,3
32 46 26 48 23 21 5 20 29 10,0,49,3
36 27 52 19 6 7 30 51 41 13,1,40,3
36 39 7 30 27 49 14 15 18 43,26,38,3
21 2 9 38 47 52 41 0 5 52,29,29,3
52 6 15 42 38 51 9 25 39 31,26,16,2
51 27 18 31 8 29 30 24 38 2,15,30,2
52 30 51 47 11 37 49 40 1 14,16,36,2
40 1 34 24 26 4 16 29 52 2,5,35,3
52 12 7 37 21 42 32 36 26 14,22,47,5
35 16 38 9 10 3 25 39 14 44,11,60,4
36 43 39 11 51 48 34 12 32 29,22,51,3
52 49 10 47 52 11 43 50 32 33,16,23,1
25 14 29 38 24 51 11 50 2 22,39,22,3
30 35 49 52 28 26 0 41 23 52,32,18,2
10 36 44 38 30 50 27 3 41 2,14,46,3
33 41 32 29 18 40 15 37 28 47,13,52,4
13 45 11 51 50 14 22 15 8 39,20,60,3
20 47 14 2 5 49 42 8 52 7,0,41,3
3 32 45 52 5 47 2 4 7 39,6,2,1
28 27 35 14 25 46 51 10 22 8,0,60,4
15 21 16 25 13 20 46 45 4 29,1,60,3
35 9 3 43 22 23 52 52 10 25,21,21,2
40 42 47 31 50 11 36 14 30 19,37,31,3
50 29 2 22 47 44 49 8 19 30,7,60,4
23 38 31 45 39 1 44 33 19 18,43,50,4
51 22 52 48 40 50 20 36 42 18,31,18,1
49 33 31 3 16 44 10 26 32 5,23,2,1
52 20 52 33 39 7 0 30 46 13,17,0,0
0 29 12 17 52 30 51 16 33 42,6,23,2
23 7 20 31 44 49 15 11 3 8,29,56,3
43 29 25 31 22 30 24 1 36 9,7,59,3
49 43 18 35 11 52 39 10 9 22,31,18,2
3 27 48 1 13 37 21 51 7 41,39,56,4
7 6 3 32 30 9 52 34 23 27,14,21,2
26 37 34 23 5 42 51 9 24 15,28,54,4
25 21 36 27 15 8 22 40 52 52,39,30,2
33 37 16 40 38 9 24 10 21 4,0,60,4
43 47 24 13 36 39 45 30 6 35,3,60,4
42 18 8 10 7 48 40 20 2 52,27,19,2
4 29 38 52 34 44 26 48 37 12,27,50,4
35 52 46 52 40 7 36 51 37 25,30,3,1
18 29 36 27 45 4 10 9 52 30,20,45,3
13 49 29 8 40 30 46 6 15 50,10,39,3
6 49 24 15 42 37 52 13 35 11,14,33,3
14 9 20 22 0 41 52 31 3 38,36,40,4
15 33 38 51 37 4 41 31 21 49,27,60,4
47 42 18 49 9 1 36 52 33 28,50,48,4
5 21 1 34 51 7 22 38 52 36,6,59,3
48 52 9 52 46 23 4 32 37 7,14,34,3
15 51 12 4 21 46 28 5 19 6,47,25,2
34 6 49 35 8 52 30 5 50 15,37,20,2
21 28 6 12 11 48 44 41 16 47,18,51,3
42 29 37 11 18 49 17 22 2 52,31,30,3
52 50 10 31 19 2 1 18 27 43,6,29,3
5 9 35 1 31 18 17 19 6 4,44,3,1
46 42 49 15 43 18 1 10 29 34,23,29,3
50 19 14 9 24 26 41 31 42 10,2,45,4
29 38 21 52 17 50 11 10 40 41,37,31,3
7 5 31 48 49 4 47 18 26 10,14,27,2
13 21 17 24 30 2 43 6 18 52,4,13,2
13 47 14 23 10 17 11 28 5 6,44,43,4
12 0 45 42 37 50 14 52 52 34,46,26,2
37 5 30 34 16 52 18 0 2 49,44,21,2
27 29 25 3 5 50 26 37 28 31,24,10,1
26 9 32 34 48 13 18 39 40 16,17,53,3
27 15 49 52 25 46 43 18 21 11,50,40,4
47 15 13 27 16 52 10 4 19 17,0,27,3
47 27 35 15 45 38 46 36 28 13,39,11,1
22 52 36 10 4 15 9 40 47 6,34,21,2
28 45 38 29 32 33 23 16 52 9,6,29,2
43 46 0 4 8 3 50 28 48 13,19,60,4
52 44 7 0 22 24 47 29 15 34,18,20,3
18 21 35 13 24 46 22 3 40 50,15,60,4
3 39 44 30 35 0 21 48 7 38,28,60,5
34 9 4 23 37 21 0 19 25 39,5,60,4
49 21 8 41 13 4 36 18 52 40,28,18,3
41 52 30 44 6 33 7 29 50 21,40,50,3
39 28 2 14 6 27 31 43 37 9,22,39,4
10 48 42 49 20 37 33 1 25 36,50,28,3
52 23 28 7 10 2 0 49 32 20,14,18,2
2 9 48 23 41 45 3 19 30 34,28,31,3
30 16 18 32 10 19 25 13 1 35,15,60,3
5 23 44 38 36 31 4 12 37 41,32,30,3
9 32 5 45 50 13 29 7 52 49,12,49,3
14 42 34 23 3 16 20 7 11 41,21,27,3
5 46 34 18 47 28 1 0 10 36,33,43,3
8 41 27 12 17 47 49 37 25 28,0,60,4
32 26 35 52 43 9 30 27 11 51,38,21,2
11 6 13 10 8 3 32 52 9 47,46,17,2
50 20 33 24 1 23 2 11 38 46,48,27,2
31 16 49 30 2 39 43 29 24 48,21,47,4
10 45 17 22 39 33 23 11 29 27,14,50,4
20 43 11 3 7 50 42 25 21 18,29,25,2
10 2 16 22 9 35 40 37 11 33,27,28,3
52 12 39 42 23 11 18 52 44 3,37,22,2
26 20 15 10 3 36 2 5 51 9,50,60,4
17 48 4 34 31 44 16 15 36 46,49,30,2
35 17 22 20 51 28 52 14 36 21,5,23,2
15 23 14 52 52 19 10 31 24 25,47,22,2
32 26 0 6 41 44 23 42 10 46,13,25,1
52 52 15 16 23 26 30 18 36 17,29,8,1
33 40 7 41 18 14 1 52 47 9,12,30,3
37 5 45 9 36 52 26 13 42 51,30,44,3
40 35 4 16 34 45 52 1 25 36,8,29,3
44 6 0 41 31 10 4 40 30 24,8,60,4
52 48 17 5 29 45 32 30 47 50,36,40,2
6 13 49 37 20 28 39 52 46 51,5,44,3
15 49 40 5 47 1 39 2 51 44,12,30,3
44 39 35 5 26 3 51 38 52 52,27,19,2
44 2 16 8 52 15 31 21 43 49,23,19,2
40 26 4 29 41 39 30 28 35 14,2,19,2
32 50 5 43 52 36 23 17 18 1,42,47,3
3 40 38 42 51 44 35 34 4 36,28,46,3
5 31 52 34 17 45 1 12 39 35,25,19,3
50 38 40 6 46 33 4 0 11 24,29,47,3
19 34 28 46 23 42 48 16 50 13,11,44,4
7 37 25 12 44 27 51 4 1 24,11,13,1
37 33 11 10 31 40 44 51 52 20,23,27,2
45 8 18 49 23 38 41 21 17 16,46,60,3
22 48 28 9 17 16 2 42 13 20,36,35,3
39 23 48 9 47 43 4 14 52 17,26,23,2
48 0 8 51 5 40 35 52 12 50,13,30,2
25 29 28 27 15 8 4 9 42 49,18,55,3
33 51 19 38 3 23 26 14 1 8,41,60,5
50 15 46 38 10 48 2 13 16 21,22,53,4
34 17 19 4 11 37 12 16 41 43,51,27,2
17 47 19 20 16 31 23 11 1 5,34,37,3
32 34 38 5 52 4 13 50 42 16,46,45,3
36 3 1 16 51 20 19 52 26 14,38,18,2
16 52 47 4 26 14 17 36 24 40,37,25,3
52 32 25 14 15 42 26 13 51 28,49,19,2
40 11 51 44 50 41 35 1 2 3,18,27,1
22 15 3 0 46 36 11 39 40 21,10,35,3
52 8 36 27 44 41 35 24 51 48,38,44,3
52 44 41 7 35 48 52 14 49 26,10,14,2
25 33 43 26 19 14 45 30 15 23,18,60,3
47 42 52 13 36 40 31 5 34 23,32,44,3
8 12 52 23 51 16 17 33 41 29,32,49,4
39 30 29 42 34 35 13 25 10 36,4,22,2
48 21 2 38 40 22 46 52 29 14,3,20,2
9 1 7 50 49 46 16 45 8 23,47,54,3
6 21 15 36 45 49 8 25 51 32,40,60,3
52 20 22 28 46 7 47 8 14 26,16,19,2
15 49 14 33 29 1 0 52 17 18,51,29,3
7 12 26 50 38 41 34 21 47 20,0,32,2
27 50 52 51 38 36 52 6 35 49,25,3,1
4 33 46 7 28 34 39 41 40 25,15,21,2
52 29 38 35 50 32 2 43 30 23,42,44,3
32 26 30 52 8 31 20 40 13 1,24,23,2
52 10 22 25 5 38 35 41 0 21,16,53,4
6 38 35 46 16 22 0 48 15 7,50,47,3
38 7 2 37 18 25 13 17 4 40,3,60,4
12 26 23 25 11 7 0 34 38 36,10,23,2
29 10 4 2 27 8 39 7 6 33,43,23,3
25 52 34 7 13 33 35 26 27 8,47,9,1
23 49 41 31 10 0 39 16 32 18,6,13,2
45 40 7 30 0 28 38 18 34 9,4,44,4
22 52 52 39 18 49 14 50 6 42,28,35,3
15 22 32 13 30 12 18 8 42 41,51,42,3
12 33 0 26 23 29 14 37 52 40,47,42,3
52 20 47 16 0 19 32 49 44 35,9,22,3
7 16 45 10 13 37 26 42 31 4,39,41,3
51 41 47 15 10 17 34 7 16 39,40,55,2
12 39 51 2 8 16 49 22 3 21,40,60,4
41 33 35 1 46 36 6 27 8 2,44,60,3
37 33 16 39 42 46 9 22 4 47,34,46,3
3 31 27 5 14 28 33 36 7 34,18,15,2
19 27 26 8 18 1 29 22 21 50,16,28,3
12 25 11 27 42 29 32 52 44 38,43,26,2
25 34 52 46 12 14 0 52 44 52,16,10,1
39 41 30 8 29 27 45 7 49 33,24,60,3
4 20 43 24 9 8 45 36 30 25,13,60,3
52 13 20 43 12 52 4 49 14 38,34,24,2
49 47 42 50 28 48 37 23 33 31,13,45,3
32 24 52 13 44 9 33 42 8 49,26,32,2
38 14 23 41 42 32 24 43 52 46,7,21,2
52 47 19 29 44 1 6 40 39 33,8,23,3
29 32 17 14 26 27 5 3 24 48,28,59,4
10 18 44 16 14 15 49 35 52 28,30,28,2
18 36 19 28 32 16 52 46 48 44,21,48,3
11 28 3 27 19 33 23 12 46 7,35,50,3
12 18 2 25 1 39 17 34 5 36,43,43,2
11 42 23 30 22 9 25 21 35 1,39,54,4
38 12 6 41 51 43 32 16 35 4,46,47,3
14 28 27 39 21 41 20 19 33 5,32,32,3
45 18 36 48 0 25 13 23 34 35,1,49,3
1 50 13 27 41 52 39 40 32 22,29,30,3
6 27 50 29 0 1 9 23 3 26,19,40,3
37 41 21 24 1 38 4 25 22 26,6,60,4
8 31 34 48 14 29 33 17 22 3,27,46,2
32 44 19 22 29 45 50 34 38 43,6,35,3
30 4 34 26 14 35 31 3 41 47,27,40,3
5 45 38 11 16 13 24 6 18 21,26,55,3
43 40 6 32 19 11 52 18 31 2,4,17,2
3 19 52 23 47 34 40 20 27 21,11,21,2
8 19 1 4 2 40 43 32 3 34,39,45,2
25 26 41 12 52 2 39 5 22 0,50,25,2
32 35 10 17 18 5 22 42 1 26,34,60,5
30 29 50 5 23 28 21 52 31 25,6,27,2
10 5 2 49 11 41 24 14 52 39,12,40,3
48 47 38 41 30 15 31 52 34 50,7,41,2
52 37 1 32 14 21 23 52 28 41,33,24,2
8 0 27 42 17 32 37 47 26 20,10,60,4
52 42 48 13 15 17 16 7 10 20,12,27,3
35 19 48 23 2 50 49 40 15 3,25,44,4
52 34 22 7 17 24 51 52 27 5,20,26,3
17 1 38 52 4 34 37 30 52 31,50,10,1
12 33 20 41 49 7 35 45 27 32,24,53,4
20 5 34 24 14 36 2 46 6 52,0,50,3
24 52 22 44 48 27 28 31 19 43,11,21,2
25 52 15 42 34 0 38 39 52 40,47,4,1
33 0 35 10 16 44 27 19 37 39,43,60,4
52 26 45 51 11 47 39 27 52 40,46,10,1
45 24 17 52 33 41 14 30 40 16,11,23,2
39 44 29 33 20 9 52 35 2 45,47,44,3
41 40 52 51 43 49 26 39 2 7,36,12,2
15 43 39 26 16 7 36 45 52 31,6,32,3
3 43 42 33 15 1 40 39 12 31,2,34,2
27 16 24 48 50 39 6 15 26 3,31,59,4
17 24 32 2 0 40 45 52 41 11,19,6,1
51 27 5 45 36 23 14 6 17 15,25,39,2
52 10 40 15 50 16 43 34 42 3,26,43,3
27 12 31 47 46 44 22 19 17 37,33,57,4
43 12 2 14 33 52 9 27 50 25,7,30,3
5 9 10 45 41 37 40 49 6 23,46,50,3
30 15 32 47 9 40 13 50 12 20,4,60,4
3 27 29 22 39 17 20 49 40 43,41,59,4
30 39 17 44 5 11 52 20 24 31,10,23,2
42 35 37 32 48 25 40 19 47 10,50,54,3
16 38 25 11 27 19 23 30 49 42,48,60,4
47 17 52 23 27 42 46 7 9 41,31,47,3
18 4 41 15 5 29 11 52 34 50,51,43,3
2 3 38 8 45 16 41 25 15 6,20,56,3
7 51 38 33 11 1 46 39 2 50,49,49,3
12 22 20 26 38 32 3 49 5 52,40,51,3
7 4 37 41 31 49 9 52 38 47,12,27,3
1 16 33 14 49 46 11 48 12 25,37,40,2
52 14 15 8 11 31 36 35 44 42,9,35,2
46 22 16 6 19 12 29 41 40 42,27,33,3
35 50 4 31 52 14 13 7 15 43,17,19,2
11 12 3 14 27 1 31 10 23 34,19,32,2
29 24 14 18 15 47 52 33 12 42,13,53,4
39 41 14 37 2 3 38 25 52 19,12,17,2
45 0 35 15 43 24 33 18 42 37,17,45,3
32 52 40 2 24 22 36 5 52 23,3,21,2
18 0 10 15 13 11 52 34 3 30,29,25,2
29 17 31 43 52 10 45 5 0 2,21,41,3
34 52 43 22 0 42 51 44 30 33,4,22,2
5 50 20 0 27 23 32 52 33 37,7,20,3
23 36 0 37 48 9 18 47 20 40,7,52,4
49 8 35 51 3 52 15 40 11 48,18,42,3
4 26 29 33 47 52 52 28 35 10,7,26,2
49 23 39 2 4 47 12 29 28 1,51,34,2
34 8 13 32 50 3 22 51 0 24,42,52,3
39 19 29 3 5 30 26 52 20 48,32,23,2
47 39 16 29 13 4 9 52 52 11,24,20,2
1 28 52 44 9 17 7 19 32 31,21,43,3
41 45 3 46 20 51 52 33 23 52,49,13,1
35 48 13 32 23 8 9 20 25 51,28,59,3
44 3 30 20 23 27 32 40 37 17,51,60,4
16 48 51 11 1 37 17 52 45 31,18,31,2
8 2 29 10 51 46 32 43 30 34,19,50,3
9 3 30 26 11 39 41 50 52 27,13,18,2
52 34 11 32 16 15 39 21 4 27,0,27,3
4 36 42 26 39 30 48 33 24 15,29,47,3
18 5 50 25 51 8 17 52 44 35,13,36,3
19 33 2 36 30 29 18 39 42 40,4,38,3
27 8 52 28 5 9 48 37 46 19,17,51,3
23 11 52 49 0 2 52 13 44 17,32,25,3
1 28 9 52 40 42 20 23 52 11,34,26,2
27 45 21 49 28 40 51 42 44 3,33,60,3
24 31 48 16 5 15 19 27 7 26,11,39,3
15 42 13 0 1 22 36 2 17 25,4,25,2
41 16 35 22 50 11 38 32 43 7,45,54,3
40 13 12 6 29 23 20 2 30 33,41,44,4
42 22 19 2 10 7 25 45 6 46,27,57,3
52 15 52 50 0 47 20 43 17 8,21,12,2
52 36 20 31 46 22 34 30 14 37,9,16,1
29 41 44 0 11 22 24 16 4 25,27,60,4
51 40 13 1 42 7 41 31 3 46,5,20,2
27 32 52 13 12 47 2 28 14 22,39,38,3
6 29 31 52 0 41 52 44 37 43,51,20,2
10 52 43 9 6 36 11 30 42 13,12,25,3
3 0 23 10 52 24 7 45 47 30,9,50,3
7 38 39 36 11 35 21 23 29 1,16,44,3
18 47 38 9 40 14 25 29 10 39,27,24,3
51 18 13 41 34 3 50 38 10 40,23,41,4
22 42 11 19 21 27 38 23 36 52,10,15,1
42 26 18 19 22 38 47 24 41 17,39,29,2
25 10 4 43 20 36 8 37 19 38,29,59,3
21 12 16 46 5 6 2 35 39 38,45,47,4
33 10 42 19 16 2 39 47 37 41,24,46,4
52 29 43 28 47 17 36 49 22 40,39,44,3
30 41 14 38 10 17 48 39 32 40,25,29,2
47 38 35 17 13 27 20 52 30 21,14,31,2
15 42 34 30 41 16 8 27 47 25,44,37,3
52 14 10 32 39 12 13 28 11 42,47,19,2
43 45 10 33 0 37 27 12 15 24,7,43,3
51 24 2 11 44 32 29 3 18 36,17,60,4
17 41 4 31 44 48 8 12 9 40,20,60,4
44 36 10 32 46 8 6 12 2 52,9,56,3
37 49 0 10 40 35 22 42 34 25,46,60,3
48 1 47 22 30 42 50 31 38 12,45,60,3
24 20 16 31 41 51 7 29 43 12,4,49,3
9 49 25 41 22 32 1 34 7 40,8,47,3
30 17 43 25 16 37 8 36 51 46,50,34,3
36 15 43 16 49 8 20 25 39 48,9,46,4
37 26 49 7 8 35 23 22 5 51,4,60,3
9 24 52 52 42 41 10 6 25 50,11,8,1
43 7 11 17 33 18 39 6 26 40,34,60,4
52 24 17 21 12 48 2 8 10 37,38,30,3
32 5 52 13 43 33 29 15 51 30,38,13,2
27 2 43 47 0 30 26 45 11 44,23,37,3
47 24 18 37 6 2 41 0 21 13,48,60,4
35 38 13 28 10 33 40 45 12 17,22,42,4
6 24 40 10 23 17 49 14 22 52,13,20,2
26 32 17 1 11 4 24 41 6 37,10,37,3
25 11 50 13 31 5 34 3 19 47,33,60,4
15 21 22 11 25 50 52 16 5 8,1,56,3
35 34 10 7 39 5 33 48 29 25,1,53,4
19 39 37 4 31 17 44 47 46 3,27,60,3
27 41 14 40 2 8 7 16 46 44,43,48,3
42 32 45 44 4 6 24 17 36 2,12,48,3
28 30 15 16 35 39 19 18 31 33,11,60,3
44 43 27 17 35 50 5 52 24 19,4,21,2
28 44 49 3 10 18 8 22 32 23,34,27,3
22 1 27 10 6 5 14 0 18 4,44,22,2
40 26 21 31 49 47 16 17 6 3,14,43,3
33 38 26 44 22 27 32 46 16 34,5,24,2
13 46 20 19 17 48 29 3 51 41,33,26,2
33 18 38 21 52 43 16 22 39 17,32,27,3
7 38 21 48 52 33 34 5 16 23,13,60,3
26 52 42 3 27 52 12 49 25 8,38,10,1
52 37 6 49 29 31 48 1 51 4,30,21,2
50 27 39 13 16 49 1 33 0 41,38,44,3
6 34 25 15 5 44 52 10 27 22,18,35,3
16 34 38 20 46 8 45 29 30 40,49,60,4
30 38 31 39 3 52 24 4 43 40,36,32,3
42 38 11 1 26 41 37 5 27 19,50,18,2
34 22 26 45 50 44 1 8 2 52,18,30,3
49 3 37 10 39 9 48 24 18 50,33,54,3
22 4 36 17 10 26 34 7 51 43,33,32,3
4 47 15 3 34 44 42 33 50 24,12,60,4
11 22 7 39 12 8 40 2 52 16,47,28,3
16 45 2 34 5 43 1 52 19 29,9,40,3
41 49 9 43 52 10 33 32 37 15,14,51,3
50 21 32 51 16 3 45 9 52 5,15,53,3
1 52 7 2 21 25 12 18 50 35,24,36,2
2 32 48 24 39 31 1 52 22 4,27,22,2
15 5 18 40 32 50 8 30 0 52,43,34,4
7 36 6 15 22 12 9 8 14 38,11,47,2
11 45 23 52 1 29 25 47 19 18,3,28,2
18 11 8 34 41 22 7 33 48 21,9,21,2
52 25 9 14 24 18 23 10 38 17,41,26,2
17 7 48 52 4 45 16 37 26 39,9,32,2
37 35 34 50 1 45 32 47 36 7,43,48,3
23 12 16 33 46 8 0 20 27 26,22,42,3
50 11 15 8 30 4 1 47 52 43,9,27,2
22 49 28 31 40 17 51 46 30 1,35,38,2
7 48 32 13 37 17 6 49 20 34,43,56,3
9 19 26 25 3 52 38 22 43 24,28,41,3
8 43 2 33 29 48 42 27 25 36,31,60,4
26 19 20 27 40 14 21 3 28 7,51,20,2
52 31 18 15 25 21 47 50 23 42,34,19,2
6 41 50 29 22 13 52 35 1 17,7,38,5
11 19 49 52 8 38 35 42 43 1,0,60,4
19 2 24 3 0 23 25 43 4 30,6,0,0
52 9 39 23 46 11 12 8 27 13,1,19,2
15 35 51 16 3 52 32 39 25 47,21,24,2
9 42 30 23 16 43 52 15 50 41,49,25,2
4 36 24 22 3 37 52 43 49 18,6,54,3
24 20 27 32 10 7 6 48 23 30,12,60,4
43 50 34 12 40 2 41 8 46 9,39,60,4
4 15 0 20 40 17 25 22 14 23,46,24,2
47 0 43 12 44 1 24 14 52 2,7,23,2
52 27 33 48 7 23 40 15 13 37,44,42,3
16 36 34 26 24 35 25 52 9 23,0,5,1
37 4 5 20 9 39 38 8 17 33,51,49,3
5 32 38 43 41 10 19 50 3 9,15,54,3
9 5 2 0 42 1 33 35 27 30,31,23,2
52 50 7 43 3 33 31 51 38 28,27,50,3
23 29 51 43 50 4 31 16 47 10,36,27,2
3 49 17 42 52 41 44 28 19 18,46,19,2
30 39 11 23 41 7 13 12 52 43,17,17,2
49 52 13 37 50 30 46 22 40 12,17,35,3
38 25 40 1 17 3 49 36 0 15,51,13,1
8 12 52 25 4 3 24 7 45 22,14,48,2
9 25 11 46 5 10 18 1 34 22,38,32,3
34 17 45 7 48 9 52 2 32 4,13,51,3
49 21 23 33 35 0 14 42 36 29,39,23,2
27 10 3 7 17 44 32 15 42 0,20,38,3
49 26 41 42 52 9 24 2 16 10,50,20,2
39 52 32 0 31 13 30 5 29 11,22,17,1
30 51 45 7 25 9 47 23 13 43,18,60,4
0 5 14 43 30 37 52 51 44 28,22,41,4
20 38 23 51 18 46 11 8 10 6,36,35,2
28 34 21 10 9 46 52 24 44 52,1,30,2
2 7 45 11 15 18 31 28 8 23,51,60,3
52 6 27 9 43 4 26 35 7 21,18,37,2
16 15 31 4 7 48 22 25 45 38,32,51,3
15 33 29 2 42 20 52 52 6 11,1,26,2
0 23 49 13 43 42 28 27 4 45,40,33,2
27 8 10 42 5 11 16 44 38 0,46,60,3
10 23 6 39 52 29 45 3 49 18,19,2,1
6 21 16 39 27 3 49 28 50 26,1,36,3
25 15 22 11 52 48 9 38 36 32,35,14,1
8 27 44 12 3 32 11 52 33 50,49,52,4
37 11 21 29 1 2 30 8 10 24,6,48,3
14 42 48 20 41 5 32 26 51 21,19,41,3
17 13 3 52 0 27 52 25 36 29,6,21,2
4 48 16 1 44 49 39 28 31 12,13,42,3
14 16 50 49 43 30 39 9 25 3,12,37,3
0 11 14 20 38 10 1 52 51 3,17,42,2
13 44 9 11 37 21 28 17 42 52,33,44,4
12 3 49 8 6 20 36 46 15 25,14,60,4
44 48 4 15 46 39 50 6 3 31,5,15,2
